district,block,cluster,gp,pct_mean_first,pct_floor_first,n_students_first,pct_mean_last,pct_floor_last,n_students_last,change_pp,floor_change_pp,annualised_pp,years,instrument_caveat
Tumakuru,B0082 koratagere,C0352 chinnahalli,4969 pathaganahally,64.6,30.0,63,57.45,11.0,53,-7.15,-19.0,-3.58,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0027 chamarajanagar,C1447 santhe marahalli,3538 kempanapura,46.03,10.0,117,38.89,9.5,90,-7.14,-0.5,-3.57,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0034 chintamani,C0659 hirekattigenahalli,2644 hirekattigenahalli,53.66,15.0,131,46.56,10.0,112,-7.1,-5.0,-3.55,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0050 gundlupet,C0165 baragi,4811 nenekatte,56.1,20.0,109,49.02,10.0,107,-7.08,-10.0,-3.54,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0126 sindhanur,C0969 kolbala,6219 yelekudalagi,62.13,28.0,89,55.06,10.5,82,-7.07,-17.5,-3.54,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0131 srinivasapur,C1158 mastenahalli,4352 masthenahalli,69.13,26.5,104,62.06,20.0,90,-7.07,-6.5,-3.54,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0122 shirhatti,C0199 bellatti,3735 konchigeri,50.99,10.0,121,43.97,5.0,170,-7.02,-5.0,-3.51,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0073 jewargi,C1286 naribol,4752 naribol 7,50.04,10.0,142,43.02,10.0,194,-7.02,0.0,-3.51,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0099 mudhol,C2637 soragaon,3860 kulali,60.96,20.5,182,53.94,20.0,132,-7.02,-0.5,-3.51,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0028 channagiri,C1450 santhebennuru-2,4396 medikere,56.82,25.0,88,49.81,10.0,81,-7.01,-15.0,-3.5,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0027 chamarajanagar,C1643 ummatturu,5904 ummatthuru,59.09,6.0,33,52.09,12.5,86,-7.0,6.5,-3.5,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0137 turuvekere,C1483 shettygondana halli,5329 shettygondanahalli,73.27,55.0,136,66.28,35.0,117,-6.99,-20.0,-3.5,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Belagavi,B0017 belgaum rural,C0575 halga,1097 bastwad,79.97,62.0,145,72.98,55.0,129,-6.99,-7.0,-3.5,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0103 nagamangala,C1594 thattekere,3400 kanthapura,61.86,40.0,110,54.88,25.0,82,-6.98,-15.0,-3.49,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0043 gadag rural,C1003 kotumachagi,3810 kotumachagi,52.5,15.0,134,45.53,10.0,206,-6.97,-5.0,-3.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0040 devanahalli,C0300 channahalli,6570 channahalli,82.66,60.0,77,75.7,55.0,57,-6.96,-5.0,-3.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0051 hadagali,C1517 sogi,5446 sogi,45.19,5.0,105,38.23,0.0,116,-6.96,-5.0,-3.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0127 sira,C0234 bhoovanahally,1305 bhuvanahalli,60.69,25.0,131,53.78,20.0,148,-6.91,-5.0,-3.46,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0068 humnabad,C0208 benchincholi,1219 benchincholi,38.8,5.0,108,31.94,5.0,80,-6.86,0.0,-3.43,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0015 basavakalyan,C0755 islampur,2971 islamapur,43.12,10.0,48,36.27,2.0,55,-6.85,-8.0,-3.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0035 chitradurga,C1502 siddapura,6194 siddapura (c),37.63,5.0,116,30.79,0.0,126,-6.84,-5.0,-3.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0126 sindhanur,C0403 devi camp,4924 pagadadinni,51.69,10.0,198,44.85,10.0,166,-6.84,0.0,-3.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0048 gulbarga north,C1525 sonth,4313 margutti,42.43,5.0,105,35.6,10.0,91,-6.83,5.0,-3.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
